F0,F1,F2,F3,F4,F5,Label,Prediction
0.177,0.184,0.92,-0.592,-0.759,1.469,0,1
-0.672,0.177,0.184,0.92,-0.592,1.5093,0,1
-1.373,-0.672,0.177,0.184,0.92,1.6536,0,1
-1.054,-1.373,-0.672,0.177,0.184,1.9184,1,1
0.766,-1.054,-1.373,-0.672,0.177,1.5338,1,1
0.167,0.766,-1.054,-1.373,-0.672,1.6976,0,0
-0.077,0.167,0.766,-1.054,-1.373,1.4111,0,1
-0.067,-0.077,0.167,0.766,-1.054,1.3359,0,1
-1.059,-0.067,-0.077,0.167,0.766,1.4301,1,1
0.682,-1.059,-0.067,-0.077,0.167,1.353,0,1
-0.257,0.682,-1.059,-0.067,-0.077,1.5486,1,1
0.047,-0.257,0.682,-1.059,-0.067,1.211,1,1
0.401,0.047,-0.257,0.682,-1.059,1.2586,1,1
0.169,0.401,0.047,-0.257,0.682,1.2275,1,1
1.61,0.169,0.401,0.047,-0.257,1.5457,1,0
0.17,1.61,0.169,0.401,0.047,1.3694,1,1
0.569,0.17,1.61,0.169,0.401,1.4475,0,1
-0.054,0.569,0.17,1.61,0.169,1.1726,1,1
0.046,-0.054,0.569,0.17,1.61,1.238,1,1
0.338,0.046,-0.054,0.569,0.17,1.2517,0,1
-0.742,0.338,0.046,-0.054,0.569,1.2324,1,1
0.525,-0.742,0.338,0.046,-0.054,1.1153,1,1
1.596,0.525,-0.742,0.338,0.046,1.2118,1,0
0.154,1.596,0.525,-0.742,0.338,1.1903,0,1
-0.95,0.154,1.596,0.525,-0.742,1.2768,1,1
0.454,-0.95,0.154,1.596,0.525,1.1606,0,1
-0.984,0.454,-0.95,0.154,1.596,1.1794,1,1
0.597,-0.984,0.454,-0.95,0.154,1.3459,1,1
0.137,0.597,-0.984,0.454,-0.95,1.1684,0,1
-0.133,0.137,0.597,-0.984,0.454,1.2967,1,1
0.262,-0.133,0.137,0.597,-0.984,1.5006,0,1
-0.416,0.262,-0.133,0.137,0.597,1.1239,1,1
0.364,-0.416,0.262,-0.133,0.137,1.3823,1,1
0.851,0.364,-0.416,0.262,-0.133,1.4442,0,1
-0.298,0.851,0.364,-0.416,0.262,1.3949,0,1
-0.545,-0.298,0.851,0.364,-0.416,1.8129,0,1
-0.095,-0.545,-0.298,0.851,0.364,1.3546,1,1
0.251,-0.095,-0.545,-0.298,0.851,1.375,1,1
0.408,0.251,-0.095,-0.545,-0.298,1.4738,0,1
-1.043,0.408,0.251,-0.095,-0.545,1.4957,0,1
-0.315,-1.043,0.408,0.251,-0.095,1.085,0,1
-0.815,-0.315,-1.043,0.408,0.251,1.2833,1,1
0.19,-0.815,-0.315,-1.043,0.408,1.3286,0,1
-0.824,0.19,-0.815,-0.315,-1.043,1.4011,1,1
0.334,-0.824,0.19,-0.815,-0.315,1.1863,1,1
0.138,0.334,-0.824,0.19,-0.815,1.1146,1,1
0.071,0.138,0.334,-0.824,0.19,1.1997,0,1
-0.329,0.071,0.138,0.334,-0.824,1.462,0,1
-0.43,-0.329,0.071,0.138,0.334,1.4087,0,1
-0.479,-0.43,-0.329,0.071,0.138,1.4503,0,1
-0.044,-0.479,-0.43,-0.329,0.071,1.3199,1,1
0.706,-0.044,-0.479,-0.43,-0.329,1.4458,0,1
-1.334,0.706,-0.044,-0.479,-0.43,1.6795,1,1
0.271,-1.334,0.706,-0.044,-0.479,1.6808,0,1
-0.97,0.271,-1.334,0.706,-0.044,1.3375,0,1
-0.196,-0.97,0.271,-1.334,0.706,1.4134,1,1
0.993,-0.196,-0.97,0.271,-1.334,1.6108,1,0
0.054,0.993,-0.196,-0.97,0.271,1.5543,1,1
0.457,0.054,0.993,-0.196,-0.97,1.5301,1,1
0.117,0.457,0.054,0.993,-0.196,1.2982,1,1
0.445,0.117,0.457,0.054,0.993,1.276,0,1
-0.626,0.445,0.117,0.457,0.054,1.3383,0,1
-0.096,-0.626,0.445,0.117,0.457,1.3692,0,1
-1.632,-0.096,-0.626,0.445,0.117,1.3974,0,1
-1.548,-1.632,-0.096,-0.626,0.445,1.521,1,1
0.117,-1.548,-1.632,-0.096,-0.626,1.086,1,1
1.297,0.117,-1.548,-1.632,-0.096,1.2456,0,0
-0.301,1.297,0.117,-1.548,-1.632,1.4104,0,1
-1.168,-0.301,1.297,0.117,-1.548,1.4051,1,1
0.148,-1.168,-0.301,1.297,0.117,1.1751,1,1
1.366,0.148,-1.168,-0.301,1.297,1.2062,1,1
0.22,1.366,0.148,-1.168,-0.301,1.2678,1,1
1.244,0.22,1.366,0.148,-1.168,1.2825,0,1
-0.36,1.244,0.22,1.366,0.148,1.2494,1,1
0.652,-0.36,1.244,0.22,1.366,1.1999,0,1
-0.243,0.652,-0.36,1.244,0.22,1.0219,1,1
0.047,-0.243,0.652,-0.36,1.244,1.0925,1,1
0.8,0.047,-0.243,0.652,-0.36,1.1922,1,1
0.012,0.8,0.047,-0.243,0.652,1.0236,1,1
0.243,0.012,0.8,0.047,-0.243,0.8454,0,1
-0.778,0.243,0.012,0.8,0.047,0.8431,1,1
0.463,-0.778,0.243,0.012,0.8,1.1382,1,1
0.151,0.463,-0.778,0.243,0.012,1.1421,1,1
1.121,0.151,0.463,-0.778,0.243,1.1184,0,1
-0.418,1.121,0.151,0.463,-0.778,0.92417,1,1
0.689,-0.418,1.121,0.151,0.463,1.2144,0,1
-0.449,0.689,-0.418,1.121,0.151,1.2463,1,1
0.189,-0.449,0.689,-0.418,1.121,1.3713,1,1
0.495,0.189,-0.449,0.689,-0.418,1.2612,1,1
0.169,0.495,0.189,-0.449,0.689,1.2998,1,1
0.223,0.169,0.495,0.189,-0.449,1.2045,0,1
-0.705,0.223,0.169,0.495,0.189,1.256,1,1
0.279,-0.705,0.223,0.169,0.495,1.1139,1,1
0.449,0.279,-0.705,0.223,0.169,1.4226,0,1
-0.563,0.449,0.279,-0.705,0.223,1.1976,1,1
0.633,-0.563,0.449,0.279,-0.705,1.325,0,1
-1.394,0.633,-0.563,0.449,0.279,1.3799,0,1
-0.467,-1.394,0.633,-0.563,0.449,1.2863,1,1
0.158,-0.467,-1.394,0.633,-0.563,1.2554,0,1
-0.594,0.158,-0.467,-1.394,0.633,1.2635,1,1
0.593,-0.594,0.158,-0.467,-1.394,1.3966,1,1
0.427,0.593,-0.594,0.158,-0.467,1.4029,0,1
-0.02,0.427,0.593,-0.594,0.158,1.748,1,1
1.518,-0.02,0.427,0.593,-0.594,1.5822,1,0
0.324,1.518,-0.02,0.427,0.593,1.534,0,1
-0.061,0.324,1.518,-0.02,0.427,1.4184,1,1
0.667,-0.061,0.324,1.518,-0.02,1.4167,0,1
-0.998,0.667,-0.061,0.324,1.518,1.4475,0,1
-0.753,-0.998,0.667,-0.061,0.324,1.2916,1,1
0.201,-0.753,-0.998,0.667,-0.061,0.9438,0,1
-0.227,0.201,-0.753,-0.998,0.667,1.3201,0,1
-0.73,-0.227,0.201,-0.753,-0.998,1.5462,0,1
-0.93,-0.73,-0.227,0.201,-0.753,1.4895,1,1
0.445,-0.93,-0.73,-0.227,0.201,1.6451,1,1
0.525,0.445,-0.93,-0.73,-0.227,1.3733,0,1
-0.969,0.525,0.445,-0.93,-0.73,1.7375,1,1
0.039,-0.969,0.525,0.445,-0.93,1.6857,1,1
0.256,0.039,-0.969,0.525,0.445,1.673,0,1
-0.972,0.256,0.039,-0.969,0.525,1.4696,0,1
-0.086,-0.972,0.256,0.039,-0.969,1.3805,1,1
1.488,-0.086,-0.972,0.256,0.039,1.6854,1,0
1.288,1.488,-0.086,-0.972,0.256,1.7419,1,0
0.181,1.288,1.488,-0.086,-0.972,1.6282,1,1
0.245,0.181,1.288,1.488,-0.086,1.5008,1,1
0.027,0.245,0.181,1.288,1.488,1.3959,1,1
0.004,0.027,0.245,0.181,1.288,1.659,1,1
1.118,0.004,0.027,0.245,0.181,1.7675,1,1
1.616,1.118,0.004,0.027,0.245,1.7827,1,0
0.387,1.616,1.118,0.004,0.027,1.7244,0,1
-0.11,0.387,1.616,1.118,0.004,1.3587,0,1
-0.07,-0.11,0.387,1.616,1.118,1.4508,0,1
-0.101,-0.07,-0.11,0.387,1.616,1.5043,1,1
0.909,-0.101,-0.07,-0.11,0.387,1.393,1,1
0.911,0.909,-0.101,-0.07,-0.11,1.5316,0,0
-0.03,0.911,0.909,-0.101,-0.07,1.4533,0,1
-0.708,-0.03,0.911,0.909,-0.101,1.3644,1,1
0.554,-0.708,-0.03,0.911,0.909,1.6842,1,1
0.136,0.554,-0.708,-0.03,0.911,1.4567,0,1
-1.116,0.136,0.554,-0.708,-0.03,1.5266,1,1
0.59,-1.116,0.136,0.554,-0.708,1.3927,0,1
-0.025,0.59,-1.116,0.136,0.554,1.4283,1,1
0.41,-0.025,0.59,-1.116,0.136,1.1496,1,1
0.075,0.41,-0.025,0.59,-1.116,0.50458,0,1
-0.345,0.075,0.41,-0.025,0.59,1.3785,0,1
-0.403,-0.345,0.075,0.41,-0.025,1.5535,1,1
1.495,-0.403,-0.345,0.075,0.41,1.7728,0,0
-0.087,1.495,-0.403,-0.345,0.075,1.7749,1,1
0.071,-0.087,1.495,-0.403,-0.345,1.5667,0,1
-0.077,0.071,-0.087,1.495,-0.403,1.3544,0,1
-1.107,-0.077,0.071,-0.087,1.495,1.5339,1,1
0.488,-1.107,-0.077,0.071,-0.087,1.5252,1,1
0.544,0.488,-1.107,-0.077,0.071,1.6247,0,1
-0.104,0.544,0.488,-1.107,-0.077,1.4437,1,1
0.899,-0.104,0.544,0.488,-1.107,1.4361,1,1
0.392,0.899,-0.104,0.544,0.488,1.5444,1,1
0.194,0.392,0.899,-0.104,0.544,1.6958,0,1
-0.208,0.194,0.392,0.899,-0.104,1.7939,0,1
-0.749,-0.208,0.194,0.392,0.899,2.335,1,1
0.038,-0.749,-0.208,0.194,0.392,1.4228,1,1
0.904,0.038,-0.749,-0.208,0.194,1.4837,1,1
0.342,0.904,0.038,-0.749,-0.208,1.3908,1,1
0.046,0.342,0.904,0.038,-0.749,0.9561,0,1
-0.431,0.046,0.342,0.904,0.038,0.922,1,1
0.715,-0.431,0.046,0.342,0.904,0.983,0,1
-0.007,0.715,-0.431,0.046,0.342,0.9259,1,1
0.008,-0.007,0.715,-0.431,0.046,0.8298,0,1
-0.134,0.008,-0.007,0.715,-0.431,0.7869,0,1
-0.812,-0.134,0.008,-0.007,0.715,1.5108,0,1
-1.167,-0.812,-0.134,0.008,-0.007,1.721,0,1
-0.363,-1.167,-0.812,-0.134,0.008,1.7389,1,1
0.351,-0.363,-1.167,-0.812,-0.134,1.5691,0,1
-0.143,0.351,-0.363,-1.167,-0.812,1.4779,1,1
0.342,-0.143,0.351,-0.363,-1.167,1.4904,0,1
-0.61,0.342,-0.143,0.351,-0.363,1.4888,1,1
0.398,-0.61,0.342,-0.143,0.351,1.5621,0,1
-0.863,0.398,-0.61,0.342,-0.143,1.5103,1,1
0.6,-0.863,0.398,-0.61,0.342,1.3354,1,1
0.967,0.6,-0.863,0.398,-0.61,1.5968,0,0
-0.949,0.967,0.6,-0.863,0.398,1.4987,0,1
-0.778,-0.949,0.967,0.6,-0.863,1.692,0,1
-0.641,-0.778,-0.949,0.967,0.6,1.6435,0,1
-0.353,-0.641,-0.778,-0.949,0.967,1.4946,1,1
0.4,-0.353,-0.641,-0.778,-0.949,1.6104,1,1
0.484,0.4,-0.353,-0.641,-0.778,1.6359,1,1
0.041,0.484,0.4,-0.353,-0.641,1.6006,0,1
-0.272,0.041,0.484,0.4,-0.353,1.6418,1,1
0.846,-0.272,0.041,0.484,0.4,1.6798,1,1
0.689,0.846,-0.272,0.041,0.484,1.68198,1,0
0.318,0.689,0.846,-0.272,0.041,1.56174,0,1
-0.277,0.318,0.689,0.846,-0.272,1.55446,1,1
1.104,-0.277,0.318,0.689,0.846,1.64816,0,1
-0.109,1.104,-0.277,0.318,0.689,1.34727,1,1
0.048,-0.109,1.104,-0.277,0.318,1.41617,0,1
-0.858,0.048,-0.109,1.104,-0.277,1.51104,1,1
0.421,-0.858,0.048,-0.109,1.104,1.49167,1,1
0.693,0.421,-0.858,0.048,-0.109,1.5623,1,1
0.07,0.693,0.421,-0.858,0.048,1.29018,1,1
0.33,0.07,0.693,0.421,-0.858,1.52708,1,1
0.018,0.33,0.07,0.693,0.421,1.4901,0,1
-0.792,0.018,0.33,0.07,0.693,1.58012,1,1
0.07,-0.792,0.018,0.33,0.07,1.5512,0,1
-1.451,0.07,-0.792,0.018,0.33,1.74494,1,1
0.561,-1.451,0.07,-0.792,0.018,1.50109,1,1
0.789,0.561,-1.451,0.07,-0.792,1.51875,1,0
0.931,0.789,0.561,-1.451,0.07,1.52368,0,0
-0.641,0.931,0.789,0.561,-1.451,1.79548,1,1
0.566,-0.641,0.931,0.789,0.561,1.70806,0,1
-0.027,0.566,-0.641,0.931,0.789,1.56854,1,1
0.032,-0.027,0.566,-0.641,0.931,1.61624,1,1
0.962,0.032,-0.027,0.566,-0.641,1.63682,1,1
0.261,0.962,0.032,-0.027,0.566,1.48883,0,1
-0.48,0.261,0.962,0.032,-0.027,1.52309,0,1
-1.019,-0.48,0.261,0.962,0.032,1.70497,1,1
0.186,-1.019,-0.48,0.261,0.962,1.60402,0,1
-0.758,0.186,-1.019,-0.48,0.261,1.44982,1,1
0.562,-0.758,0.186,-1.019,-0.48,1.43743,0,1
-0.752,0.562,-0.758,0.186,-1.019,1.51353,0,1
-0.808,-0.752,0.562,-0.758,0.186,1.65319,1,1
0.18,-0.808,-0.752,0.562,-0.758,1.58193,0,1
-0.047,0.18,-0.808,-0.752,0.562,2.34437,0,1
-0.493,-0.047,0.18,-0.808,-0.752,1.81944,0,1
-1.02,-0.493,-0.047,0.18,-0.808,2.11447,1,1
0.07,-1.02,-0.493,-0.047,0.18,2.24687,0,1
-0.095,0.07,-1.02,-0.493,-0.047,1.72172,1,1
0.244,-0.095,0.07,-1.02,-0.493,1.74622,0,1
-0.76,0.244,-0.095,0.07,-1.02,2.22325,1,1
1.377,-0.76,0.244,-0.095,0.07,2.09711,0,0
-0.069,1.377,-0.76,0.244,-0.095,2.21423,0,0
-0.65,-0.069,1.377,-0.76,0.244,2.16869,1,1
0.273,-0.65,-0.069,1.377,-0.76,2.07977,1,1
0.448,0.273,-0.65,-0.069,1.377,1.8708,1,1
0.227,0.448,0.273,-0.65,-0.069,1.7974,1,1
0.597,0.227,0.448,0.273,-0.65,1.90062,0,1
-0.834,0.597,0.227,0.448,0.273,1.66133,1,1
0.001,-0.834,0.597,0.227,0.448,1.52531,1,1
0.555,0.001,-0.834,0.597,0.227,1.97983,0,1
-1.176,0.555,0.001,-0.834,0.597,2.04974,0,1
-1,-1.176,0.555,0.001,-0.834,2.35504,0,1
-1.672,-1,-1.176,0.555,0.001,2.68996,1,1
0.294,-1.672,-1,-1.176,0.555,2.18067,1,1
0.593,0.294,-1.672,-1,-1.176,2.1427,0,0
-1.325,0.593,0.294,-1.672,-1,2.21705,1,1
1.974,-1.325,0.593,0.294,-1.672,2.30856,0,0
-0.675,1.974,-1.325,0.593,0.294,2.04588,1,1
0.866,-0.675,1.974,-1.325,0.593,1.79503,0,1
-0.884,0.866,-0.675,1.974,-1.325,1.95974,1,1
0.395,-0.884,0.866,-0.675,1.974,2.15152,0,1
-1.138,0.395,-0.884,0.866,-0.675,2.18227,1,1
1.192,-1.138,0.395,-0.884,0.866,2.36236,1,0
0.459,1.192,-1.138,0.395,-0.884,1.98004,0,0
-0.085,0.459,1.192,-1.138,0.395,2.16702,1,1
1.247,-0.085,0.459,1.192,-1.138,2.30648,0,0
-0.257,1.247,-0.085,0.459,1.192,1.9971,0,1
-0.109,-0.257,1.247,-0.085,0.459,1.7072,1,1
0.639,-0.109,-0.257,1.247,-0.085,1.85702,0,1
-1.071,0.639,-0.109,-0.257,1.247,1.88966,1,1
0.419,-1.071,0.639,-0.109,-0.257,1.83497,0,1
-1.003,0.419,-1.071,0.639,-0.109,1.99529,0,1
-0.458,-1.003,0.419,-1.071,0.639,2.18859,1,1
1.009,-0.458,-1.003,0.419,-1.071,1.85686,1,0
0.696,1.009,-0.458,-1.003,0.419,1.88726,1,0
1.002,0.696,1.009,-0.458,-1.003,2.26632,1,0
0.466,1.002,0.696,1.009,-0.458,1.77586,0,1
-0.151,0.466,1.002,0.696,1.009,1.63175,1,1
0.385,-0.151,0.466,1.002,0.696,1.68117,1,1
0.018,0.385,-0.151,0.466,1.002,1.681,0,1
-0.34,0.018,0.385,-0.151,0.466,1.74218,1,1
0.639,-0.34,0.018,0.385,-0.151,1.65411,1,1
0.097,0.639,-0.34,0.018,0.385,1.38143,0,1
-0.607,0.097,0.639,-0.34,0.018,1.84068,1,1
0.9,-0.607,0.097,0.639,-0.34,1.8101,1,1
0.172,0.9,-0.607,0.097,0.639,1.81379,0,1
-0.687,0.172,0.9,-0.607,0.097,1.62752,1,1
0.125,-0.687,0.172,0.9,-0.607,1.54712,0,1
-0.021,0.125,-0.687,0.172,0.9,1.85137,0,1
-0.216,-0.021,0.125,-0.687,0.172,1.71549,1,1
0.524,-0.216,-0.021,0.125,-0.687,1.82412,0,1
-0.235,0.524,-0.216,-0.021,0.125,1.66418,1,1
0.226,-0.235,0.524,-0.216,-0.021,1.66135,1,1
0.257,0.226,-0.235,0.524,-0.216,1.69815,1,1
0.222,0.257,0.226,-0.235,0.524,1.84044,1,1
0.363,0.222,0.257,0.226,-0.235,1.77604,1,1
0.495,0.363,0.222,0.257,0.226,2.40737,0,0
-0.071,0.495,0.363,0.222,0.257,1.71453,0,1
-0.205,-0.071,0.495,0.363,0.222,1.7207,1,1
0.022,-0.205,-0.071,0.495,0.363,1.82325,0,1
-1.083,0.022,-0.205,-0.071,0.495,2.02992,0,1
-0.763,-1.083,0.022,-0.205,-0.071,2.4188,0,1
-0.074,-0.763,-1.083,0.022,-0.205,1.73862,1,1
0.914,-0.074,-0.763,-1.083,0.022,1.77241,0,0
-0.143,0.914,-0.074,-0.763,-1.083,1.76928,0,1
-0.71,-0.143,0.914,-0.074,-0.763,2.10949,1,1
0.261,-0.71,-0.143,0.914,-0.074,1.59382,1,1
0.883,0.261,-0.71,-0.143,0.914,1.80582,0,0
-0.834,0.883,0.261,-0.71,-0.143,1.88347,1,1
0.245,-0.834,0.883,0.261,-0.71,1.95244,1,1
1.168,0.245,-0.834,0.883,0.261,1.90081,1,0
0.625,1.168,0.245,-0.834,0.883,1.8463,1,0
0.227,0.625,1.168,0.245,-0.834,1.93201,1,1
0.088,0.227,0.625,1.168,0.245,1.8125,1,1
0.262,0.088,0.227,0.625,1.168,2.04871,1,1
0.116,0.262,0.088,0.227,0.625,1.7164,0,1
-0.553,0.116,0.262,0.088,0.227,1.5821,1,1
0.673,-0.553,0.116,0.262,0.088,2.04128,1,1
0.476,0.673,-0.553,0.116,0.262,2.06334,0,0
-0.661,0.476,0.673,-0.553,0.116,2.12984,1,1
0.541,-0.661,0.476,0.673,-0.553,1.76699,0,1
-0.377,0.541,-0.661,0.476,0.673,1.71758,1,1
0.173,-0.377,0.541,-0.661,0.476,1.93418,1,1
0.457,0.173,-0.377,0.541,-0.661,1.9458,1,1
0.56,0.457,0.173,-0.377,0.541,2.00168,0,1
-0.767,0.56,0.457,0.173,-0.377,1.7896,1,1
0.095,-0.767,0.56,0.457,0.173,1.71687,1,1
0.71,0.095,-0.767,0.56,0.457,2.04312,1,0
0.074,0.71,0.095,-0.767,0.56,1.99998,0,1
-0.737,0.074,0.71,0.095,-0.767,1.98122,0,1
-0.764,-0.737,0.074,0.71,0.095,1.93028,0,1
-0.268,-0.764,-0.737,0.074,0.71,1.80414,1,1
0.674,-0.268,-0.764,-0.737,0.074,1.89752,0,1
-0.183,0.674,-0.268,-0.764,-0.737,2.17232,1,0
0.706,-0.183,0.674,-0.268,-0.764,1.94156,0,1
-0.599,0.706,-0.183,0.674,-0.268,1.7093,1,1
0.283,-0.599,0.706,-0.183,0.674,1.56288,0,1
-1.178,0.283,-0.599,0.706,-0.183,1.82041,1,1
0.074,-1.178,0.283,-0.599,0.706,1.85915,0,1
-0.1,0.074,-1.178,0.283,-0.599,1.80817,1,1
0.057,-0.1,0.074,-1.178,0.283,1.55879,1,1
0.166,0.057,-0.1,0.074,-1.178,1.62133,0,1
-0.339,0.166,0.057,-0.1,0.074,1.67862,0,1
-0.657,-0.339,0.166,0.057,-0.1,1.9308,1,1
0.23,-0.657,-0.339,0.166,0.057,1.57111,0,1
-0.6,0.23,-0.657,-0.339,0.166,1.54109,1,1
0.596,-0.6,0.23,-0.657,-0.339,1.59945,0,1
-0.319,0.596,-0.6,0.23,-0.657,1.91647,1,1
0.986,-0.319,0.596,-0.6,0.23,2.36551,1,0
0.103,0.986,-0.319,0.596,-0.6,2.22986,0,0
-0.292,0.103,0.986,-0.319,0.596,1.64016,1,1
1.262,-0.292,0.103,0.986,-0.319,1.93209,1,0
0.241,1.262,-0.292,0.103,0.986,2.0677,0,0
-0.379,0.241,1.262,-0.292,0.103,1.95538,1,1
0.796,-0.379,0.241,1.262,-0.292,1.99256,0,1
-0.074,0.796,-0.379,0.241,1.262,1.93805,0,1
-0.754,-0.074,0.796,-0.379,0.241,2.08236,0,1
-0.328,-0.754,-0.074,0.796,-0.379,1.98675,1,1
0.046,-0.328,-0.754,-0.074,0.796,2.07934,1,1
0.829,0.046,-0.328,-0.754,-0.074,3.15247,0,0
-0.557,0.829,0.046,-0.328,-0.754,2.07654,0,1
-0.786,-0.557,0.829,0.046,-0.328,2.31925,0,1
-0.912,-0.786,-0.557,0.829,0.046,2.54815,1,1
0.365,-0.912,-0.786,-0.557,0.829,2.42472,1,1
0.055,0.365,-0.912,-0.786,-0.557,1.97302,1,1
0.028,0.055,0.365,-0.912,-0.786,2.02222,1,1
0.002,0.028,0.055,0.365,-0.912,1.97627,1,1
0.101,0.002,0.028,0.055,0.365,2.10698,1,1
0.887,0.101,0.002,0.028,0.055,2.17612,1,0
0.092,0.887,0.101,0.002,0.028,2.09752,0,1
-0.172,0.092,0.887,0.101,0.002,2.09749,0,1
-0.997,-0.172,0.092,0.887,0.101,2.34142,0,1
-1.489,-0.997,-0.172,0.092,0.887,2.54678,0,1
-0.41,-1.489,-0.997,-0.172,0.092,2.79203,1,1
0.37,-0.41,-1.489,-0.997,-0.172,2.12608,0,0
-0.717,0.37,-0.41,-1.489,-0.997,2.19599,0,1
-0.207,-0.717,0.37,-0.41,-1.489,2.29904,0,1
-0.607,-0.207,-0.717,0.37,-0.41,2.49128,0,1
-0.071,-0.607,-0.207,-0.717,0.37,2.35115,1,1
0.827,-0.071,-0.607,-0.207,-0.717,2.18894,1,0
0.297,0.827,-0.071,-0.607,-0.207,2.05457,0,0
-1.005,0.297,0.827,-0.071,-0.607,2.19701,1,1
1.496,-1.005,0.297,0.827,-0.071,2.70359,0,0
-1.502,1.496,-1.005,0.297,0.827,2.61725,1,1
0.152,-1.502,1.496,-1.005,0.297,2.47092,1,1
1.678,0.152,-1.502,1.496,-1.005,2.19779,0,0
-0.237,1.678,0.152,-1.502,1.496,2.31247,0,0
-0.431,-0.237,1.678,0.152,-1.502,2.46775,0,1
-1.048,-0.431,-0.237,1.678,0.152,2.39537,1,1
1.655,-1.048,-0.431,-0.237,1.678,2.3794,1,0
0.718,1.655,-1.048,-0.431,-0.237,2.56747,0,0
-0.352,0.718,1.655,-1.048,-0.431,2.45785,1,1
0.998,-0.352,0.718,1.655,-1.048,2.64809,1,0
0.426,0.998,-0.352,0.718,1.655,2.71663,1,0
0.016,0.426,0.998,-0.352,0.718,2.05051,1,1
0.219,0.016,0.426,0.998,-0.352,1.98758,0,1
-0.345,0.219,0.016,0.426,0.998,1.96505,1,1
0.169,-0.345,0.219,0.016,0.426,2.21446,1,1
0.845,0.169,-0.345,0.219,0.016,2.37846,1,0
0.305,0.845,0.169,-0.345,0.219,1.77314,0,1
-0.078,0.305,0.845,0.169,-0.345,1.89978,0,1
-0.385,-0.078,0.305,0.845,0.169,2.35937,1,1
0.179,-0.385,-0.078,0.305,0.845,2.12158,1,1
0.941,0.179,-0.385,-0.078,0.305,2.29804,1,0
0.44,0.941,0.179,-0.385,-0.078,2.45329,1,0
0.527,0.44,0.941,0.179,-0.385,2.11735,1,1
0.508,0.527,0.44,0.941,0.179,2.29142,1,0
0.347,0.508,0.527,0.44,0.941,1.9854,1,1
0.209,0.347,0.508,0.527,0.44,0.72494,0,1
-0.851,0.209,0.347,0.508,0.527,2.0169,1,1
0.002,-0.851,0.209,0.347,0.508,2.26834,0,1
-0.636,0.002,-0.851,0.209,0.347,2.37469,1,1
1.216,-0.636,0.002,-0.851,0.209,2.61483,1,0
0.032,1.216,-0.636,0.002,-0.851,2.12558,0,0
-0.236,0.032,1.216,-0.636,0.002,2.32584,1,1
0.128,-0.236,0.032,1.216,-0.636,2.11074,0,1
-0.501,0.128,-0.236,0.032,1.216,2.09383,0,1
-0.122,-0.501,0.128,-0.236,0.032,2.1783,1,1
0.281,-0.122,-0.501,0.128,-0.236,1.89629,1,1
0.084,0.281,-0.122,-0.501,0.128,1.87655,1,1
0.555,0.084,0.281,-0.122,-0.501,2.39002,1,0
0.419,0.555,0.084,0.281,-0.122,2.14552,0,0
-0.141,0.419,0.555,0.084,0.281,2.18059,0,1
-0.285,-0.141,0.419,0.555,0.084,2.58419,0,1
-0.584,-0.285,-0.141,0.419,0.555,2.20881,0,1
-0.024,-0.584,-0.285,-0.141,0.419,1.99669,1,1
0.252,-0.024,-0.584,-0.285,-0.141,2.06517,1,1
0.422,0.252,-0.024,-0.584,-0.285,1.8885,1,1
0.043,0.422,0.252,-0.024,-0.584,1.28581,0,1
-0.955,0.043,0.422,0.252,-0.024,1.54047,1,1
0.13,-0.955,0.043,0.422,0.252,1.42236,0,1
-0.298,0.13,-0.955,0.043,0.422,1.38254,0,1
